t,frame,hx,hy,hz,hqw,hqx,hqy,hqz,b,rx,ry,rz,rqw,rqx,rqy,rqz,ax,ay,az,aqw,aqx,aqy,aqz,lag_x,lag_y,lag_z
10.2985,69,0.18824,0.06284,-0.41054,0.48821,0.85420,0.00271,-0.17888,1,0.26054,0.04153,0.45392,-0.19179,0.36786,0.86660,-0.27732,0.26054,0.04153,0.45392,-0.19179,0.36786,0.86660,-0.27732,0.00,0.00,0.00
10.3153,70,0.19000,0.06708,-0.41223,0.48562,0.85584,-0.01229,-0.17767,1,0.26055,0.04149,0.45392,-0.19178,0.36788,0.86661,-0.27725,0.26064,0.04148,0.45382,-0.19140,0.36831,0.86637,-0.27771,0.09,-0.01,-0.10
10.3320,71,0.19147,0.06887,-0.41644,0.48619,0.85546,-0.02849,-0.17603,1,0.26054,0.04146,0.45395,-0.19176,0.36788,0.86663,-0.27720,0.26069,0.04142,0.45369,-0.19089,0.36913,0.86582,-0.27867,0.15,-0.04,-0.26
10.3486,72,0.19271,0.06870,-0.42294,0.49398,0.85003,-0.04237,-0.17784,1,0.26051,0.04141,0.45399,-0.19175,0.36790,0.86664,-0.27717,0.26069,0.04136,0.45356,-0.19111,0.36987,0.86513,-0.27969,0.18,-0.06,-0.43
10.3653,73,0.19367,0.06728,-0.43031,0.50580,0.84148,-0.05615,-0.18147,1,0.26049,0.04132,0.45400,-0.19169,0.36804,0.86658,-0.27721,0.26066,0.04129,0.45343,-0.19176,0.37049,0.86440,-0.28065,0.17,-0.03,-0.58
10.3821,74,0.19406,0.05715,-0.44923,0.54390,0.81233,-0.07903,-0.19506,1,0.26049,0.04126,0.45400,-0.19155,0.36827,0.86646,-0.27738,0.26058,0.04123,0.45331,-0.19278,0.37089,0.86375,-0.28145,0.09,-0.03,-0.69
10.3989,75,0.19372,0.04917,-0.46008,0.56442,0.79566,-0.08650,-0.20218,1,0.26051,0.04117,0.45398,-0.19140,0.36869,0.86618,-0.27777,0.26051,0.04117,0.45320,-0.19394,0.37112,0.86316,-0.28216,-0.00,-0.01,-0.78
10.4157,76,0.19297,0.03926,-0.47151,0.58566,0.77835,-0.09334,-0.20607,1,0.26046,0.04109,0.45392,-0.19145,0.36914,0.86580,-0.27835,0.26042,0.04111,0.45309,-0.19505,0.37122,0.86259,-0.28298,-0.04,0.02,-0.83
10.4323,77,0.19168,0.02729,-0.48350,0.60851,0.75991,-0.09805,-0.20648,1,0.26037,0.04103,0.45382,-0.19169,0.36959,0.86532,-0.27906,0.26033,0.04105,0.45299,-0.19614,0.37113,0.86209,-0.28388,-0.04,0.01,-0.83
10.4491,78,0.19003,0.01339,-0.49589,0.63323,0.73955,-0.09894,-0.20565,1,0.26025,0.04103,0.45369,-0.19215,0.36997,0.86482,-0.27981,0.26024,0.04099,0.45288,-0.19726,0.37086,0.86167,-0.28474,-0.00,-0.04,-0.81
10.4659,79,0.18468,-0.02146,-0.52128,0.68797,0.69298,-0.09539,-0.19331,1,0.26013,0.04102,0.45358,-0.19274,0.37028,0.86430,-0.28059,0.26014,0.04093,0.45278,-0.19829,0.37041,0.86132,-0.28567,0.02,-0.09,-0.79
10.4827,80,0.18112,-0.04301,-0.53393,0.71687,0.66678,-0.08881,-0.18333,1,0.25999,0.04100,0.45347,-0.19349,0.37053,0.86376,-0.28141,0.26005,0.04089,0.45268,-0.19927,0.36980,0.86105,-0.28659,0.06,-0.11,-0.80
10.4993,81,0.17723,-0.06732,-0.54534,0.74739,0.63741,-0.08139,-0.16881,1,0.25986,0.04096,0.45338,-0.19431,0.37061,0.86328,-0.28218,0.25996,0.04084,0.45256,-0.20017,0.36914,0.86080,-0.28757,0.10,-0.12,-0.82
10.5160,82,0.17294,-0.09434,-0.55518,0.78027,0.60113,-0.07453,-0.15577,1,0.25975,0.04090,0.45328,-0.19526,0.37059,0.86281,-0.28300,0.25987,0.04080,0.45245,-0.20115,0.36856,0.86051,-0.28850,0.12,-0.09,-0.83
10.5328,83,0.16837,-0.12072,-0.56358,0.81376,0.55804,-0.07246,-0.14538,1,0.25967,0.04080,0.45319,-0.19627,0.37045,0.86237,-0.28383,0.25979,0.04077,0.45233,-0.20220,0.36815,0.86013,-0.28940,0.11,-0.02,-0.85
10.5495,84,0.15942,-0.17541,-0.56977,0.88113,0.44683,-0.08409,-0.12994,1,0.25961,0.04064,0.45309,-0.19726,0.37023,0.86198,-0.28463,0.25970,0.04074,0.45221,-0.20332,0.36794,0.85967,-0.29026,0.09,0.10,-0.88
10.5662,85,0.15630,-0.20085,-0.56862,0.90689,0.39276,-0.08829,-0.12450,1,0.25956,0.04051,0.45298,-0.19833,0.36984,0.86162,-0.28547,0.25964,0.04072,0.45208,-0.20448,0.36772,0.85921,-0.29108,0.09,0.21,-0.90
10.5830,86,0.15378,-0.22493,-0.56559,0.92507,0.35149,-0.09002,-0.11219,1,0.25949,0.04043,0.45289,-0.19935,0.36942,0.86127,-0.28635,0.25959,0.04070,0.45193,-0.20546,0.36744,0.85876,-0.29207,0.10,0.27,-0.96
10.5997,87,0.15140,-0.24821,-0.56200,0.93705,0.32508,-0.08792,-0.09235,1,0.25942,0.04040,0.45281,-0.20031,0.36905,0.86093,-0.28720,0.25955,0.04069,0.45179,-0.20603,0.36703,0.85836,-0.29334,0.13,0.28,-1.02
10.6164,88,0.14933,-0.27125,-0.55682,0.94316,0.31684,-0.07838,-0.06250,1,0.25931,0.04041,0.45270,-0.20136,0.36866,0.86054,-0.28814,0.25951,0.04068,0.45165,-0.20589,0.36649,0.85818,-0.29465,0.20,0.27,-1.05
10.6331,89,0.14556,-0.31526,-0.54491,0.95164,0.30262,-0.05274,-0.00520,1,0.25921,0.04042,0.45254,-0.20239,0.36829,0.86012,-0.28913,0.25946,0.04067,0.45151,-0.20547,0.36580,0.85815,-0.29591,0.25,0.25,-1.04
10.6498,90,0.14364,-0.33468,-0.53756,0.95737,0.28560,-0.04224,0.00910,1,0.25914,0.04045,0.45241,-0.20328,0.36793,0.85971,-0.29017,0.25941,0.04069,0.45136,-0.20575,0.36491,0.85806,-0.29705,0.28,0.24,-1.04
10.6665,91,0.14210,-0.35141,-0.53009,0.96321,0.26641,-0.03315,0.01273,1,0.25908,0.04047,0.45230,-0.20393,0.36753,0.85937,-0.29122,0.25937,0.04071,0.45122,-0.20665,0.36395,0.85800,-0.29777,0.29,0.24,-1.08
10.6833,92,0.14066,-0.36546,-0.52282,0.96833,0.24821,-0.02457,0.01103,1,0.25903,0.04047,0.45218,-0.20446,0.36703,0.85907,-0.29238,0.25932,0.04073,0.45108,-0.20773,0.36299,0.85801,-0.29818,0.30,0.26,-1.10
10.7000,93,0.13982,-0.37657,-0.51643,0.97191,0.23469,-0.01641,0.00644,1,0.25899,0.04043,0.45203,-0.20489,0.36646,0.85881,-0.29354,0.25928,0.04075,0.45094,-0.20881,0.36197,0.85814,-0.29829,0.29,0.32,-1.09
10.7167,94,0.13903,-0.39366,-0.50640,0.97312,0.22995,-0.01248,-0.00132,1,0.25897,0.04040,0.45186,-0.20530,0.36583,0.85864,-0.29455,0.25924,0.04076,0.45080,-0.20984,0.36117,0.85843,-0.29770,0.27,0.37,-1.07
10.7334,95,0.13872,-0.40007,-0.50246,0.97308,0.23016,-0.01168,0.00025,1,0.25894,0.04041,0.45171,-0.20584,0.36501,0.85854,-0.29548,0.25920,0.04078,0.45065,-0.21031,0.36044,0.85865,-0.29761,0.26,0.37,-1.05
10.7502,96,0.13964,-0.40419,-0.49918,0.97368,0.22793,-0.00065,0.00256,1,0.25889,0.04047,0.45157,-0.20650,0.36413,0.85850,-0.29621,0.25915,0.04080,0.45051,-0.21032,0.35927,0.85905,-0.29786,0.27,0.33,-1.07
10.7669,97,0.14233,-0.40444,-0.49793,0.97367,0.22738,0.01559,0.00457,1,0.25882,0.04054,0.45145,-0.20726,0.36325,0.85853,-0.29669,0.25911,0.04081,0.45037,-0.20997,0.35794,0.85963,-0.29805,0.30,0.27,-1.08
10.7836,98,0.15111,-0.39812,-0.50062,0.96890,0.24644,0.02106,0.00757,1,0.25876,0.04059,0.45132,-0.20796,0.36246,0.85860,-0.29695,0.25907,0.04082,0.45022,-0.20919,0.35719,0.86013,-0.29805,0.31,0.23,-1.10
10.8003,99,0.15516,-0.39388,-0.50258,0.96453,0.26389,0.00646,0.00140,1,0.25870,0.04063,0.45118,-0.20859,0.36159,0.85876,-0.29712,0.25903,0.04084,0.45008,-0.20846,0.35711,0.86043,-0.29779,0.32,0.20,-1.10
10.8173,100,0.15842,-0.38725,-0.50598,0.96195,0.27296,-0.00917,-0.00778,1,0.25867,0.04064,0.45106,-0.20900,0.36063,0.85902,-0.29723,0.25898,0.04085,0.44994,-0.20802,0.35763,0.86050,-0.29728,0.30,0.20,-1.13
10.8339,101,0.16160,-0.37925,-0.50908,0.95861,0.28329,-0.02405,-0.01505,1,0.25866,0.04060,0.45096,-0.20916,0.35957,0.85938,-0.29738,0.25893,0.04085,0.44980,-0.20774,0.35881,0.86032,-0.29655,0.27,0.25,-1.16
10.8507,102,0.16416,-0.36955,-0.51151,0.95477,0.29428,-0.03491,-0.02458,1,0.25866,0.04059,0.45084,-0.20902,0.35881,0.85971,-0.29742,0.25887,0.04086,0.44966,-0.20743,0.35988,0.86029,-0.29556,0.21,0.27,-1.19
10.8673,103,0.16941,-0.34277,-0.51780,0.94225,0.32663,-0.02857,-0.06833,1,0.25867,0.04061,0.45069,-0.20866,0.35830,0.86004,-0.29735,0.25882,0.04086,0.44952,-0.20715,0.36034,0.86060,-0.29430,0.15,0.25,-1.18
10.8840,104,0.17147,-0.32754,-0.52037,0.93330,0.34823,-0.02156,-0.08496,1,0.25868,0.04062,0.45054,-0.20819,0.35814,0.86029,-0.29715,0.25876,0.04084,0.44938,-0.20649,0.36037,0.86116,-0.29307,0.08,0.22,-1.16
10.9008,105,0.17313,-0.31012,-0.52249,0.92418,0.36898,-0.01202,-0.09794,1,0.25865,0.04069,0.45038,-0.20780,0.35832,0.86045,-0.29673,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.05,0.13,-1.13
10.9172,106,0.17507,-0.29206,-0.52345,0.91322,0.39233,-0.00398,-0.10992,0,0.25859,0.04078,0.45025,-0.20748,0.35870,0.86057,-0.29616,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.11,0.04,-1.01
10.9339,107,0.17624,-0.27166,-0.52369,0.90028,0.41978,0.00277,-0.11523,0,0.25852,0.04088,0.45013,-0.20715,0.35917,0.86072,-0.29538,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.18,-0.06,-0.89
10.9506,108,0.17733,-0.22912,-0.52009,0.86751,0.48476,0.01103,-0.11096,0,0.25847,0.04092,0.45001,-0.20684,0.35955,0.86092,-0.29455,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.23,-0.09,-0.77
10.9674,109,0.17719,-0.20730,-0.51594,0.84841,0.51771,0.01649,-0.10912,0,0.25845,0.04088,0.44988,-0.20652,0.35983,0.86118,-0.29368,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.25,-0.06,-0.64
10.9842,110,0.17686,-0.18566,-0.51056,0.82871,0.54811,0.02287,-0.11089,0,0.25846,0.04080,0.44977,-0.20622,0.35997,0.86143,-0.29298,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.24,0.02,-0.52
11.0008,111,0.17594,-0.16319,-0.50308,0.80755,0.57814,0.02845,-0.11315,0,0.25846,0.04075,0.44970,-0.20599,0.36003,0.86161,-0.29253,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.24,0.08,-0.46
11.0177,112,0.17455,-0.14043,-0.49383,0.78454,0.60839,0.03094,-0.11576,0,0.25843,0.04075,0.44968,-0.20583,0.36007,0.86172,-0.29227,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.27,0.08,-0.43
11.0343,113,0.17048,-0.09574,-0.47096,0.72961,0.67040,0.03270,-0.13105,0,0.25839,0.04076,0.44965,-0.20574,0.36012,0.86177,-0.29212,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.31,0.07,-0.41
11.0511,114,0.16793,-0.07444,-0.45795,0.69944,0.69921,0.03462,-0.14386,0,0.25836,0.04075,0.44961,-0.20570,0.36019,0.86179,-0.29201,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.34,0.07,-0.37
11.0679,115,0.16545,-0.05346,-0.44436,0.67090,0.72331,0.04048,-0.15839,0,0.25837,0.04072,0.44958,-0.20568,0.36023,0.86181,-0.29192,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.33,0.10,-0.33
11.0846,116,0.16333,-0.03292,-0.42996,0.64206,0.74625,0.04634,-0.16947,0,0.25840,0.04069,0.44956,-0.20568,0.36025,0.86182,-0.29185,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.30,0.13,-0.32
11.1012,117,0.16090,-0.01288,-0.41402,0.61150,0.77005,0.04903,-0.17520,0,0.25842,0.04065,0.44956,-0.20570,0.36025,0.86183,-0.29181,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.28,0.17,-0.31
11.1179,118,0.15712,0.02480,-0.37969,0.54384,0.81619,0.06011,-0.18563,0,0.25844,0.04063,0.44955,-0.20571,0.36027,0.86183,-0.29179,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.26,0.19,-0.31
11.1347,119,0.15541,0.04266,-0.36074,0.50626,0.83761,0.06939,-0.19313,0,0.25846,0.04062,0.44955,-0.20572,0.36028,0.86183,-0.29177,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.24,0.20,-0.30
11.1515,120,0.15431,0.06006,-0.34075,0.46642,0.85720,0.08290,-0.20198,0,0.25847,0.04062,0.44955,-0.20573,0.36028,0.86183,-0.29176,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.23,0.20,-0.30
11.1682,121,0.15377,0.07617,-0.31981,0.42875,0.87258,0.09850,-0.21230,0,0.25848,0.04063,0.44955,-0.20574,0.36028,0.86183,-0.29176,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.22,0.19,-0.30
11.1849,122,0.15383,0.09139,-0.29944,0.39106,0.88537,0.11879,-0.22155,0,0.25848,0.04064,0.44955,-0.20573,0.36027,0.86183,-0.29177,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.21,0.18,-0.31
11.2017,123,0.15513,0.11701,-0.26277,0.31860,0.90862,0.15338,-0.22219,0,0.25849,0.04066,0.44956,-0.20572,0.36026,0.86183,-0.29178,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.21,0.16,-0.31
11.2184,124,0.15541,0.12813,-0.24640,0.29020,0.92001,0.15882,-0.21008,0,0.25849,0.04068,0.44956,-0.20571,0.36026,0.86183,-0.29179,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.21,0.15,-0.32
11.2352,125,0.15556,0.13833,-0.23134,0.26613,0.93111,0.15882,-0.19233,0,0.25849,0.04069,0.44957,-0.20570,0.36027,0.86183,-0.29179,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.21,0.14,-0.33
11.2519,126,0.15566,0.14725,-0.21737,0.24412,0.94175,0.15400,-0.17264,0,0.25849,0.04069,0.44957,-0.20570,0.36028,0.86182,-0.29179,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.21,0.13,-0.33
11.2686,127,0.15614,0.15527,-0.20522,0.22237,0.95093,0.14831,-0.15586,0,0.25849,0.04070,0.44957,-0.20571,0.36028,0.86182,-0.29180,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.21,0.12,-0.33
11.2854,128,0.15761,0.16947,-0.18620,0.18205,0.96451,0.13065,-0.13966,0,0.25850,0.04070,0.44957,-0.20572,0.36027,0.86182,-0.29180,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.20,0.12,-0.33
11.3021,129,0.15862,0.17580,-0.17885,0.17009,0.96794,0.12169,-0.13914,0,0.25851,0.04069,0.44957,-0.20573,0.36027,0.86182,-0.29181,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.19,0.13,-0.33
11.3188,130,0.15995,0.18142,-0.17290,0.16489,0.96945,0.11425,-0.14116,0,0.25851,0.04069,0.44957,-0.20573,0.36026,0.86182,-0.29181,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.19,0.13,-0.33
11.3355,131,0.16167,0.18592,-0.16876,0.16310,0.97012,0.10713,-0.14419,0,0.25852,0.04069,0.44957,-0.20573,0.36026,0.86182,-0.29181,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.18,0.13,-0.32
11.3523,132,0.16270,0.19048,-0.16568,0.16794,0.97014,0.09923,-0.14415,0,0.25852,0.04070,0.44957,-0.20573,0.36026,0.86182,-0.29181,0.25870,0.04082,0.44924,-0.20572,0.36025,0.86178,-0.29195,0.18,0.12,-0.33
11.3694,133,0.16482,0.19591,-0.16652,0.16518,0.97471,0.07480,-0.13060,1,0.25853,0.04071,0.44957,-0.20573,0.36025,0.86182,-0.29182,0.25853,0.04071,0.44957,-0.20573,0.36025,0.86182,-0.29182,0.00,0.00,0.00
11.3863,134,0.16544,0.19791,-0.17040,0.16272,0.97757,0.06198,-0.11845,1,0.25853,0.04072,0.44957,-0.20572,0.36025,0.86182,-0.29182,0.25844,0.04065,0.44947,-0.20526,0.36005,0.86183,-0.29237,-0.10,-0.07,-0.10
11.4029,135,0.16595,0.19946,-0.17591,0.16339,0.97942,0.05245,-0.10626,1,0.25852,0.04073,0.44960,-0.20569,0.36025,0.86183,-0.29181,0.25833,0.04059,0.44938,-0.20457,0.35943,0.86187,-0.29349,-0.20,-0.14,-0.22
11.4195,136,0.16617,0.19999,-0.18421,0.17009,0.97977,0.04626,-0.09478,1,0.25848,0.04072,0.44964,-0.20567,0.36022,0.86185,-0.29180,0.25821,0.04054,0.44931,-0.20453,0.35854,0.86184,-0.29470,-0.28,-0.18,-0.33
11.4363,137,0.16585,0.19956,-0.19449,0.18317,0.97840,0.04336,-0.08543,1,0.25841,0.04069,0.44967,-0.20559,0.36017,0.86185,-0.29192,0.25808,0.04051,0.44924,-0.20517,0.35766,0.86170,-0.29573,-0.33,-0.18,-0.43
11.4529,138,0.16483,0.19508,-0.22054,0.22846,0.96974,0.04697,-0.07220,1,0.25834,0.04062,0.44970,-0.20541,0.36003,0.86185,-0.29224,0.25794,0.04048,0.44919,-0.20630,0.35695,0.86150,-0.29638,-0.40,-0.14,-0.51
11.4697,139,0.16421,0.19062,-0.23625,0.25523,0.96327,0.04677,-0.06913,1,0.25827,0.04054,0.44971,-0.20523,0.35970,0.86187,-0.29271,0.25780,0.04046,0.44914,-0.20752,0.35648,0.86117,-0.29705,-0.47,-0.08,-0.57
11.4866,140,0.16350,0.18464,-0.25363,0.28367,0.95543,0.04487,-0.06828,1,0.25817,0.04046,0.44969,-0.20518,0.35914,0.86189,-0.29335,0.25766,0.04044,0.44909,-0.20875,0.35615,0.86078,-0.29772,-0.51,-0.02,-0.60
11.5032,141,0.16350,0.18464,-0.25363,0.28367,0.95543,0.04487,-0.06828,1,0.25804,0.04040,0.44963,-0.20536,0.35850,0.86187,-0.29410,0.25752,0.04042,0.44902,-0.20937,0.35598,0.86059,-0.29805,-0.52,0.02,-0.61
11.5199,142,0.16168,0.16680,-0.29574,0.35306,0.93169,0.04150,-0.07465,1,0.25786,0.04038,0.44954,-0.20578,0.35794,0.86173,-0.29488,0.25738,0.04040,0.44897,-0.21067,0.35576,0.86016,-0.29862,-0.48,0.02,-0.57
11.5366,143,0.15930,0.14112,-0.34300,0.42955,0.89912,0.03254,-0.07753,1,0.25766,0.04040,0.44946,-0.20632,0.35745,0.86156,-0.29559,0.25725,0.04039,0.44891,-0.21192,0.35555,0.85972,-0.29928,-0.42,-0.02,-0.55
11.5533,144,0.15816,0.12441,-0.36827,0.47043,0.87862,0.02783,-0.07705,1,0.25745,0.04043,0.44939,-0.20708,0.35698,0.86135,-0.29625,0.25712,0.04037,0.44884,-0.21315,0.35528,0.85928,-0.29996,-0.33,-0.06,-0.56
11.5701,145,0.15660,0.10427,-0.39462,0.51629,0.85230,0.02881,-0.07871,1,0.25728,0.04039,0.44931,-0.20799,0.35661,0.86107,-0.29686,0.25700,0.04035,0.44875,-0.21446,0.35494,0.85891,-0.30050,-0.28,-0.05,-0.56
11.5868,146,0.15518,0.08200,-0.42095,0.56528,0.81946,0.03218,-0.08897,1,0.25712,0.04033,0.44923,-0.20900,0.35629,0.86076,-0.29744,0.25688,0.04033,0.44866,-0.21585,0.35471,0.85854,-0.30084,-0.24,0.00,-0.56
11.6036,147,0.15299,0.05689,-0.44583,0.61693,0.77866,0.03226,-0.10977,1,0.25699,0.04025,0.44916,-0.21002,0.35601,0.86044,-0.29797,0.25677,0.04031,0.44856,-0.21727,0.35466,0.85811,-0.30108,-0.22,0.06,-0.60
11.6203,148,0.14844,0.00203,-0.48915,0.71142,0.67703,0.02767,-0.18639,1,0.25688,0.04017,0.44912,-0.21118,0.35573,0.86009,-0.29851,0.25667,0.04028,0.44846,-0.21870,0.35483,0.85769,-0.30107,-0.22,0.11,-0.66
11.6371,149,0.14566,-0.02843,-0.50728,0.74383,0.62743,0.02190,-0.22927,1,0.25677,0.04009,0.44908,-0.21241,0.35547,0.85972,-0.29901,0.25659,0.04023,0.44834,-0.22009,0.35515,0.85726,-0.30089,-0.18,0.14,-0.74
11.6538,150,0.14240,-0.05892,-0.52191,0.77215,0.58415,0.01050,-0.24990,1,0.25666,0.04002,0.44904,-0.21358,0.35524,0.85937,-0.29945,0.25653,0.04017,0.44821,-0.22143,0.35549,0.85671,-0.30109,-0.13,0.15,-0.82
11.6705,151,0.14059,-0.08862,-0.53288,0.80178,0.54086,-0.00206,-0.25419,1,0.25656,0.04000,0.44896,-0.21488,0.35507,0.85900,-0.29979,0.25648,0.04011,0.44809,-0.22264,0.35571,0.85609,-0.30167,-0.08,0.11,-0.87
11.6872,152,0.14059,-0.08862,-0.53288,0.80178,0.54086,-0.00206,-0.25419,1,0.25645,0.04000,0.44886,-0.21622,0.35504,0.85859,-0.30004,0.25645,0.04004,0.44795,-0.22325,0.35582,0.85578,-0.30196,0.00,0.04,-0.91
11.7039,153,0.14059,-0.08862,-0.53288,0.80178,0.54086,-0.00206,-0.25419,1,0.25634,0.03998,0.44875,-0.21758,0.35511,0.85813,-0.30028,0.25642,0.03998,0.44782,-0.22325,0.35582,0.85578,-0.30196,0.08,-0.00,-0.93
11.7207,154,0.14059,-0.08862,-0.53288,0.80178,0.54086,-0.00206,-0.25419,1,0.25625,0.03994,0.44864,-0.21881,0.35523,0.85768,-0.30053,0.25638,0.03992,0.44769,-0.22325,0.35582,0.85578,-0.30196,0.13,-0.02,-0.94
11.7373,155,0.14059,-0.08862,-0.53288,0.80178,0.54086,-0.00206,-0.25419,1,0.25618,0.03989,0.44852,-0.21997,0.35536,0.85723,-0.30080,0.25635,0.03985,0.44756,-0.22325,0.35582,0.85578,-0.30196,0.17,-0.04,-0.96
11.7542,156,0.14059,-0.08862,-0.53288,0.80178,0.54086,-0.00206,-0.25419,1,0.25612,0.03982,0.44840,-0.22091,0.35549,0.85686,-0.30103,0.25631,0.03979,0.44743,-0.22325,0.35582,0.85578,-0.30196,0.19,-0.03,-0.97
11.7709,157,0.14059,-0.08862,-0.53288,0.80178,0.54086,-0.00206,-0.25419,1,0.25610,0.03973,0.44826,-0.22160,0.35559,0.85658,-0.30118,0.25628,0.03973,0.44730,-0.22325,0.35582,0.85578,-0.30196,0.18,-0.00,-0.96
11.7876,158,0.13641,-0.26146,-0.52503,0.90107,0.42433,0.08469,-0.02897,1,0.25609,0.03964,0.44810,-0.22211,0.35566,0.85639,-0.30127,0.25621,0.03966,0.44718,-0.22335,0.35541,0.85571,-0.30258,0.12,0.02,-0.92
11.8044,159,0.13319,-0.27330,-0.52171,0.90146,0.42103,0.09838,-0.02052,1,0.25607,0.03956,0.44797,-0.22246,0.35570,0.85626,-0.30134,0.25618,0.03966,0.44703,-0.22327,0.35436,0.85596,-0.30317,0.11,0.10,-0.93
11.8211,160,0.12968,-0.28275,-0.51827,0.90249,0.41640,0.10810,-0.02089,1,0.25604,0.03949,0.44784,-0.22270,0.35569,0.85617,-0.30143,0.25614,0.03965,0.44689,-0.22362,0.35306,0.85639,-0.30322,0.10,0.16,-0.95
11.8377,161,0.12602,-0.28898,-0.51530,0.90507,0.40826,0.11575,-0.02765,1,0.25598,0.03944,0.44772,-0.22288,0.35557,0.85611,-0.30162,0.25610,0.03965,0.44674,-0.22447,0.35208,0.85671,-0.30281,0.13,0.21,-0.97
11.8545,162,0.12025,-0.29394,-0.51195,0.90862,0.39446,0.13117,-0.04005,1,0.25590,0.03943,0.44761,-0.22301,0.35530,0.85610,-0.30186,0.25607,0.03965,0.44660,-0.22541,0.35114,0.85706,-0.30220,0.17,0.22,-1.01
11.8713,163,0.11752,-0.29315,-0.51242,0.90756,0.39566,0.13463,-0.04083,1,0.25583,0.03942,0.44749,-0.22314,0.35479,0.85618,-0.30214,0.25604,0.03964,0.44645,-0.22563,0.35018,0.85761,-0.30160,0.21,0.22,-1.04
11.8881,164,0.11491,-0.29068,-0.51327,0.90737,0.39593,0.13543,-0.03982,1,0.25576,0.03942,0.44735,-0.22341,0.35399,0.85639,-0.30229,0.25601,0.03963,0.44630,-0.22544,0.34929,0.85802,-0.30161,0.24,0.21,-1.04
11.9048,165,0.11328,-0.28643,-0.51475,0.90775,0.39597,0.13229,-0.04114,1,0.25568,0.03944,0.44721,-0.22373,0.35309,0.85667,-0.30231,0.25598,0.03963,0.44616,-0.22542,0.34906,0.85816,-0.30152,0.30,0.18,-1.05
11.9215,166,0.11234,-0.28103,-0.51647,0.90784,0.39770,0.12619,-0.04173,1,0.25561,0.03950,0.44707,-0.22403,0.35222,0.85699,-0.30220,0.25595,0.03962,0.44601,-0.22534,0.34953,0.85801,-0.30145,0.33,0.12,-1.06
11.9382,167,0.11426,-0.26619,-0.51995,0.90650,0.40479,0.11242,-0.04198,1,0.25556,0.03955,0.44692,-0.22432,0.35138,0.85733,-0.30198,0.25592,0.03961,0.44586,-0.22497,0.35065,0.85766,-0.30142,0.36,0.06,-1.05
11.9550,168,0.11633,-0.25683,-0.52111,0.90249,0.41539,0.10374,-0.04694,1,0.25553,0.03954,0.44677,-0.22455,0.35069,0.85763,-0.30176,0.25589,0.03960,0.44572,-0.22421,0.35178,0.85761,-0.30082,0.36,0.06,-1.05
11.9719,169,0.11810,-0.24587,-0.52183,0.89506,0.43158,0.09712,-0.05640,1,0.25552,0.03950,0.44663,-0.22469,0.35027,0.85784,-0.30157,0.25586,0.03959,0.44557,-0.22335,0.35262,0.85779,-0.29994,0.34,0.09,-1.06
11.9886,170,0.12040,-0.23332,-0.52219,0.88481,0.45119,0.09417,-0.06832,1,0.25553,0.03946,0.44649,-0.22471,0.35015,0.85794,-0.30139,0.25583,0.03958,0.44542,-0.22243,0.35322,0.85813,-0.29897,0.30,0.12,-1.06
12.0053,171,0.12307,-0.21907,-0.52192,0.87381,0.47063,0.09323,-0.07920,1,0.25553,0.03946,0.44634,-0.22457,0.35040,0.85795,-0.30118,0.25580,0.03957,0.44528,-0.22146,0.35370,0.85851,-0.29800,0.27,0.11,-1.07
